strain,name,accession,date,region,location,authors,sample_type,reads_or_assemblies
PHE170403A,SS14,ERR3684647,2017-XX-XX,Europe,uk,Beale_2021,Clinical_Swab,reads
PHE170407A,SS14,ERR3684480,2017-XX-XX,Europe,uk,Beale_2021,Clinical_Swab,reads
PHE170408A,SS14,ERR3684517,2017-XX-XX,Europe,uk,Beale_2021,Clinical_Swab,reads
PHE170409A,SS14,ERR4045378,2017-XX-XX,Europe,uk,Beale_2021,Clinical_Swab,reads
PHE170412A,SS14,ERR3684602,2017-XX-XX,Europe,uk,Beale_2021,Clinical_Swab,reads
TPA_ALC005,SS14,ERR4853563,2018-XX-XX,N.America,canada,Beale_2021,Clinical_Swab,reads
TPA_ALC011,SS14,ERR4853548,2018-XX-XX,N.America,canada,Beale_2021,Clinical_Swab,reads
TPA_ALC015,SS14,ERR4899202,2018-XX-XX,N.America,canada,Beale_2021,Clinical_Swab,reads
TPA_ALC023,SS14,ERR4853549,2018-XX-XX,N.America,canada,Beale_2021,Clinical_Swab,reads
TPA_ALC034,SS14,ERR4853588,2018-XX-XX,N.America,canada,Beale_2021,Clinical_Swab,reads
TPA_ALC035,SS14,ERR4853564,2018-XX-XX,N.America,canada,Beale_2021,Clinical_Swab,reads
TPA_ALC036,SS14,ERR4853633,2018-XX-XX,N.America,canada,Beale_2021,Clinical_Swab,reads
TPA_ALC053,SS14,ERR4853658,2018-XX-XX,N.America,canada,Beale_2021,Clinical_Swab,reads
TPA_ALC055,SS14,ERR4853589,2018-XX-XX,N.America,canada,Beale_2021,Clinical_Swab,reads
TPA_ALC076,SS14,ERR4853636,2018-XX-XX,N.America,canada,Beale_2021,Clinical_Swab,reads
TPA_ALC077,SS14,ERR4853599,2018-XX-XX,N.America,canada,Beale_2021,Clinical_Swab,reads
TPA_ALC103,SS14,ERR5206964,2019-XX-XX,N.America,canada,Beale_2021,Clinical_Swab,reads
TPA_ALC105,SS14,ERR5206990,2019-XX-XX,N.America,canada,Beale_2021,Clinical_Swab,reads
TPA_ALC115,SS14,ERR5206970,2019-XX-XX,N.America,canada,Beale_2021,Clinical_Swab,reads
TPA_ALC124,SS14,ERR5206972,2019-XX-XX,N.America,canada,Beale_2021,Clinical_Swab,reads
TPA_ALC126,SS14,ERR5206974,2019-XX-XX,N.America,canada,Beale_2021,Clinical_Swab,reads
TPA_ALC162,SS14,ERR5206984,2019-XX-XX,N.America,canada,Beale_2021,Clinical_Swab,reads
TPA_AUSBR-113,SS14,ERR5210582,2019-XX-XX,Oceania,australia,Beale_2021,Clinical_Swab,reads
TPA_AUSBR-39,SS14,ERR5210581,2019-XX-XX,Oceania,australia,Beale_2021,Clinical_Swab,reads
TPA_AUSBR-45,SS14,ERR5210570,2019-XX-XX,Oceania,australia,Beale_2021,Clinical_Swab,reads
TPA_BCC004,SS14,ERR4993350,2000-XX-XX,N.America,canada,Beale_2021,Clinical_Swab,reads
TPA_BCC005,SS14,ERR4899197,2000-XX-XX,N.America,canada,Beale_2021,Clinical_Swab,reads
TPA_BCC008,SS14,ERR4853533,2001-XX-XX,N.America,canada,Beale_2021,Clinical_Swab,reads
TPA_BCC009,SS14,ERR4899198,2001-XX-XX,N.America,canada,Beale_2021,Clinical_Swab,reads
TPA_BCC014,SS14,ERR4853565,2002-XX-XX,N.America,canada,Beale_2021,Clinical_Swab,reads
TPA_BCC023,SS14,ERR4853534,2003-XX-XX,N.America,canada,Beale_2021,Clinical_Swab,reads
TPA_BCC030,SS14,ERR4993352,2004-XX-XX,N.America,canada,Beale_2021,Clinical_Swab,reads
TPA_BCC032,SS14,ERR4853590,2004-XX-XX,N.America,canada,Beale_2021,Clinical_Swab,reads
TPA_BCC034,SS14,ERR4853550,2005-XX-XX,N.America,canada,Beale_2021,Clinical_Swab,reads
TPA_BCC036,SS14,ERR4853640,2005-XX-XX,N.America,canada,Beale_2021,Clinical_Swab,reads
TPA_BCC038,SS14,ERR4853591,2005-XX-XX,N.America,canada,Beale_2021,Clinical_Swab,reads
TPA_BCC040,SS14,ERR4993353,2006-XX-XX,N.America,canada,Beale_2021,Clinical_Swab,reads
TPA_BCC044,SS14,ERR4899222,2009-XX-XX,N.America,canada,Beale_2021,Clinical_Swab,reads
TPA_BCC049,SS14,ERR4853535,2011-XX-XX,N.America,canada,Beale_2021,Clinical_Swab,reads
TPA_BCC052,SS14,ERR4853641,2011-XX-XX,N.America,canada,Beale_2021,Clinical_Swab,reads
TPA_BCC055,SS14,ERR4853582,2011-XX-XX,N.America,canada,Beale_2021,Clinical_Swab,reads
TPA_BCC058,SS14,ERR4853629,2011-XX-XX,N.America,canada,Beale_2021,Clinical_Swab,reads
TPA_BCC061,SS14,ERR4853527,2012-XX-XX,N.America,canada,Beale_2021,Clinical_Swab,reads
TPA_BCC063,SS14,ERR4853592,2012-XX-XX,N.America,canada,Beale_2021,Clinical_Swab,reads
TPA_BCC064,SS14,ERR4853551,2012-XX-XX,N.America,canada,Beale_2021,Clinical_Swab,reads
TPA_BCC075,SS14,ERR4853528,2012-XX-XX,N.America,canada,Beale_2021,Clinical_Swab,reads
TPA_BCC079,SS14,ERR4853529,2012-XX-XX,N.America,canada,Beale_2021,Clinical_Swab,reads
TPA_BCC085,SS14,ERR4853643,2013-XX-XX,N.America,canada,Beale_2021,Clinical_Swab,reads
TPA_BCC102,SS14,ERR4853593,2014-XX-XX,N.America,canada,Beale_2021,Clinical_Swab,reads
TPA_BCC103,SS14,ERR5207003,2014-XX-XX,N.America,canada,Beale_2021,Clinical_Swab,reads
TPA_BCC106,SS14,ERR4853583,2014-XX-XX,N.America,canada,Beale_2021,Clinical_Swab,reads
TPA_BCC107,SS14,ERR4853644,2014-XX-XX,N.America,canada,Beale_2021,Clinical_Swab,reads
TPA_BCC108,SS14,ERR4853645,2014-XX-XX,N.America,canada,Beale_2021,Clinical_Swab,reads
TPA_BCC109,SS14,ERR4853537,2014-XX-XX,N.America,canada,Beale_2021,Clinical_Swab,reads
TPA_BCC111,SS14,ERR4899200,2014-XX-XX,N.America,canada,Beale_2021,Clinical_Swab,reads
TPA_BCC123,SS14,ERR4853594,2015-XX-XX,N.America,canada,Beale_2021,Clinical_Swab,reads
TPA_BCC125,SS14,ERR4853661,2015-XX-XX,N.America,canada,Beale_2021,Clinical_Swab,reads
TPA_BCC127,SS14,ERR4853584,2015-XX-XX,N.America,canada,Beale_2021,Clinical_Swab,reads
TPA_BCC128,SS14,ERR4853662,2015-XX-XX,N.America,canada,Beale_2021,Clinical_Swab,reads
TPA_BCC129,SS14,ERR4853663,2015-XX-XX,N.America,canada,Beale_2021,Clinical_Swab,reads
TPA_BCC130,SS14,ERR4853553,2015-XX-XX,N.America,canada,Beale_2021,Clinical_Swab,reads
TPA_BCC132,SS14,ERR4853554,2015-XX-XX,N.America,canada,Beale_2021,Clinical_Swab,reads
TPA_BCC134,SS14,ERR4993355,2015-XX-XX,N.America,canada,Beale_2021,Clinical_Swab,reads
TPA_BCC135,SS14,ERR4853664,2015-XX-XX,N.America,canada,Beale_2021,Clinical_Swab,reads
TPA_BCC137,SS14,ERR4853665,2015-XX-XX,N.America,canada,Beale_2021,Clinical_Swab,reads
TPA_BCC138,SS14,ERR4853666,2015-XX-XX,N.America,canada,Beale_2021,Clinical_Swab,reads
TPA_BCC139,SS14,ERR4853541,2015-XX-XX,N.America,canada,Beale_2021,Clinical_Swab,reads
TPA_BCC140,SS14,ERR4853667,2016-XX-XX,N.America,canada,Beale_2021,Clinical_Swab,reads
TPA_BCC141,SS14,ERR4853555,2016-XX-XX,N.America,canada,Beale_2021,Clinical_Swab,reads
TPA_BCC143,SS14,ERR4853668,2016-XX-XX,N.America,canada,Beale_2021,Clinical_Swab,reads
TPA_BCC145,SS14,ERR4853670,2016-XX-XX,N.America,canada,Beale_2021,Clinical_Swab,reads
TPA_BCC146,SS14,ERR4853671,2016-XX-XX,N.America,canada,Beale_2021,Clinical_Swab,reads
TPA_BCC147,SS14,ERR4853556,2016-XX-XX,N.America,canada,Beale_2021,Clinical_Swab,reads
TPA_BCC153,SS14,ERR4853672,2016-XX-XX,N.America,canada,Beale_2021,Clinical_Swab,reads
TPA_BCC154,SS14,ERR4853543,2016-XX-XX,N.America,canada,Beale_2021,Clinical_Swab,reads
TPA_BCC156,SS14,ERR4853651,2016-XX-XX,N.America,canada,Beale_2021,Clinical_Swab,reads
TPA_BCC157,SS14,ERR4853544,2016-XX-XX,N.America,canada,Beale_2021,Clinical_Swab,reads
TPA_BCC161,SS14,ERR4853673,2017-XX-XX,N.America,canada,Beale_2021,Clinical_Swab,reads
TPA_BCC163,SS14,ERR4853545,2017-XX-XX,N.America,canada,Beale_2021,Clinical_Swab,reads
TPA_BCC165,SS14,ERR4899201,2017-XX-XX,N.America,canada,Beale_2021,Clinical_Swab,reads
TPA_BCC166,SS14,ERR4853674,2017-XX-XX,N.America,canada,Beale_2021,Clinical_Swab,reads
TPA_BCC172,SS14,ERR4853675,2017-XX-XX,N.America,canada,Beale_2021,Clinical_Swab,reads
TPA_BCC174,SS14,ERR4853559,2017-XX-XX,N.America,canada,Beale_2021,Clinical_Swab,reads
TPA_BCC175,SS14,ERR4853560,2017-XX-XX,N.America,canada,Beale_2021,Clinical_Swab,reads
TPA_BCC176,SS14,ERR4853676,2017-XX-XX,N.America,canada,Beale_2021,Clinical_Swab,reads
TPA_BCC180,SS14,ERR4853677,2018-XX-XX,N.America,canada,Beale_2021,Clinical_Swab,reads
TPA_BCC181,SS14,ERR4853561,2018-XX-XX,N.America,canada,Beale_2021,Clinical_Swab,reads
TPA_BCC182,SS14,ERR4853678,2018-XX-XX,N.America,canada,Beale_2021,Clinical_Swab,reads
TPA_BCC183,SS14,ERR4853679,2018-XX-XX,N.America,canada,Beale_2021,Clinical_Swab,reads
TPA_BCC185,SS14,ERR4853596,2018-XX-XX,N.America,canada,Beale_2021,Clinical_Swab,reads
TPA_BCC186,SS14,ERR4853597,2018-XX-XX,N.America,canada,Beale_2021,Clinical_Swab,reads
TPA_BCC187,SS14,ERR4853547,2018-XX-XX,N.America,canada,Beale_2021,Clinical_Swab,reads
TPA_BCC191,SS14,ERR4853680,2018-XX-XX,N.America,canada,Beale_2021,Clinical_Swab,reads
TPA_BCC194,SS14,ERR4853681,2018-XX-XX,N.America,canada,Beale_2021,Clinical_Swab,reads
TPA_BCC195,SS14,ERR4853682,2018-XX-XX,N.America,canada,Beale_2021,Clinical_Swab,reads
TPA_BCC196,SS14,ERR4853585,2018-XX-XX,N.America,canada,Beale_2021,Clinical_Swab,reads
TPA_BCC197,SS14,ERR4853598,2018-XX-XX,N.America,canada,Beale_2021,Clinical_Swab,reads
TPA_BCC198,SS14,ERR4853562,2018-XX-XX,N.America,canada,Beale_2021,Clinical_Swab,reads
TPA_BCC199,SS14,ERR4853586,2018-XX-XX,N.America,canada,Beale_2021,Clinical_Swab,reads
TPA_EIR008,SS14,ERR4853684,2018-XX-XX,Europe,ireland,Beale_2021,Clinical_Swab,reads
TPA_EIR013,SS14,ERR4853653,2018-XX-XX,Europe,ireland,Beale_2021,Clinical_Swab,reads
TPA_EIR017,SS14,ERR4853587,2018-XX-XX,Europe,ireland,Beale_2021,Clinical_Swab,reads
TPA_ESBCN002,SS14,ERR4853648,2015-XX-XX,Europe,spain,Beale_2021,Clinical_Swab,reads
TPA_ESBCN004,SS14,ERR4853647,2015-XX-XX,Europe,spain,Beale_2021,Clinical_Swab,reads
TPA_HUN190022,SS14,ERR5207025,2019-XX-XX,Europe,hungary,Beale_2021,Clinical_Swab,reads
TPA_HUN180007,SS14,ERR5210572,2018-XX-XX,Europe,hungary,Beale_2021,Clinical_Swab,reads
TPA_HUN190023,SS14,ERR5210574,2019-XX-XX,Europe,hungary,Beale_2021,Clinical_Swab,reads
TPA_HUN190008,SS14,ERR5207014,2019-XX-XX,Europe,hungary,Beale_2021,Clinical_Swab,reads
TPA_HUN200024,SS14,ERR5207018,2019-XX-XX,Europe,hungary,Beale_2021,Clinical_Swab,reads
TPA_HUN180001,SS14,ERR5207013,2018-XX-XX,Europe,hungary,Beale_2021,Clinical_Swab,reads
TPA_HUN190017,SS14,ERR5207015,2019-XX-XX,Europe,hungary,Beale_2021,Clinical_Swab,reads
TPA_HUN190018,SS14,ERR5207016,2019-XX-XX,Europe,hungary,Beale_2021,Clinical_Swab,reads
TPA_OMI002,SS14,ERR4853631,2018-XX-XX,Europe,uk,Beale_2021,Clinical_Swab,reads
TPA_OMI006,SS14,ERR5207008,2018-XX-XX,Europe,uk,Beale_2021,Clinical_Swab,reads
TPA_OMI015,SS14,ERR4899216,2017-XX-XX,Europe,uk,Beale_2021,Clinical_Swab,reads
TPA_OMI022,SS14,ERR5207009,2018-XX-XX,Europe,uk,Beale_2021,Clinical_Swab,reads
TPA_OMI029,SS14,ERR5207011,2017-XX-XX,Europe,uk,Beale_2021,Clinical_Swab,reads
TPA_OMI033,SS14,ERR5207010,2017-XX-XX,Europe,uk,Beale_2021,Clinical_Swab,reads
TPA_OMI075,SS14,ERR4899243,2017-XX-XX,Europe,uk,Beale_2021,Clinical_Swab,reads
TPA_RUS_Tuva-26,SS14,ERR5207034,2013-XX-XX,Asia,russia,Beale_2021,Clinical_Swab,reads
TPA_RUS_Tuva-39,SS14,ERR5207026,2014-XX-XX,Asia,russia,Beale_2021,Clinical_Swab,reads
TPA_RUS_Tuva-41,SS14,ERR5207019,2014-XX-XX,Asia,russia,Beale_2021,Clinical_Swab,reads
TPA_RUS_Tuva-49,SS14,ERR5210575,2014-XX-XX,Asia,russia,Beale_2021,Clinical_Swab,reads
TPA_RUS_Tuva-54,SS14,ERR5210577,2014-XX-XX,Asia,russia,Beale_2021,Clinical_Swab,reads
TPA_RUS_Tuva-58,SS14,ERR5207027,2014-XX-XX,Asia,russia,Beale_2021,Clinical_Swab,reads
TPA_RUS_Tuva-59,SS14,ERR5207029,2014-XX-XX,Asia,russia,Beale_2021,Clinical_Swab,reads
TPA_RUS_Tuva-61,SS14,ERR5210568,2014-XX-XX,Asia,russia,Beale_2021,Clinical_Swab,reads
TPA_RUS_Tuva-62,SS14,ERR5210576,2014-XX-XX,Asia,russia,Beale_2021,Clinical_Swab,reads
TPA_RUS_Tuva-67,SS14,ERR5207028,2014-XX-XX,Asia,russia,Beale_2021,Clinical_Swab,reads
TPA_SWE-1352,SS14,ERR5210580,2019-XX-XX,Europe,sweden,Beale_2021,Clinical_Swab,reads
TPA_SWE-2189,SS14,ERR5207032,2019-XX-XX,Europe,sweden,Beale_2021,Clinical_Swab,reads
TPA_SWE-467,SS14,ERR5210569,2019-XX-XX,Europe,sweden,Beale_2021,Clinical_Swab,reads
TPA_SWE-507,SS14,ERR5210578,2019-XX-XX,Europe,sweden,Beale_2021,Clinical_Swab,reads
TPA_SWE-575,SS14,ERR5207030,2019-XX-XX,Europe,sweden,Beale_2021,Clinical_Swab,reads
TPA_SWE-662,SS14,ERR5210579,2019-XX-XX,Europe,sweden,Beale_2021,Clinical_Swab,reads
TPA_SWE-996,SS14,ERR5207031,2019-XX-XX,Europe,sweden,Beale_2021,Clinical_Swab,reads
TPA_UKBIR026,SS14,ERR4899224,2018-XX-XX,Europe,uk,Beale_2021,Clinical_Swab,reads
TPA_UKBIR030,SS14,ERR5207005,2018-XX-XX,Europe,uk,Beale_2021,Clinical_Swab,reads
TPA_UKBIR043,SS14,ERR4899226,2018-XX-XX,Europe,uk,Beale_2021,Clinical_Swab,reads
TPA_UKBIR049,SS14,ERR4899227,2018-XX-XX,Europe,uk,Beale_2021,Clinical_Swab,reads
TPA_UKBIR050,SS14,ERR5207006,2018-XX-XX,Europe,uk,Beale_2021,Clinical_Swab,reads
TPA_UKBIR052,SS14,ERR4853614,2018-XX-XX,Europe,uk,Beale_2021,Clinical_Swab,reads
TPA_UKBRG004,SS14,ERR4899203,2018-XX-XX,Europe,uk,Beale_2021,Clinical_Swab,reads
TPA_UKBRG009,SS14,ERR4853606,2018-XX-XX,Europe,uk,Beale_2021,Clinical_Swab,reads
TPA_UKBRG010,SS14,ERR4853604,2018-XX-XX,Europe,uk,Beale_2021,Clinical_Swab,reads
TPA_UKBRG012,SS14,ERR4853602,2018-XX-XX,Europe,uk,Beale_2021,Clinical_Swab,reads
TPA_UKBRG015,SS14,ERR4853683,2018-XX-XX,Europe,uk,Beale_2021,Clinical_Swab,reads
TPA_UKBRG017,SS14,ERR4853605,2018-XX-XX,Europe,uk,Beale_2021,Clinical_Swab,reads
TPA_UKBRG018,SS14,ERR4899204,2018-XX-XX,Europe,uk,Beale_2021,Clinical_Swab,reads
TPA_UKLEE004,SS14,ERR4853615,2018-XX-XX,Europe,uk,Beale_2021,Clinical_Swab,reads
TPA_UKLEE006,SS14,ERR4899228,2018-XX-XX,Europe,uk,Beale_2021,Clinical_Swab,reads
TPA_UKMAN003,SS14,ERR4853580,2018-XX-XX,Europe,uk,Beale_2021,Clinical_Swab,reads
TPA_UKMAN019,SS14,ERR4853610,2018-XX-XX,Europe,uk,Beale_2021,Clinical_Swab,reads
TPA_UKMAN027,SS14,ERR4853611,2018-XX-XX,Europe,uk,Beale_2021,Clinical_Swab,reads
TPA_UKMAN047,SS14,ERR4853577,2018-XX-XX,Europe,uk,Beale_2021,Clinical_Swab,reads
TPA_UKMAN054,SS14,ERR4853579,2018-XX-XX,Europe,uk,Beale_2021,Clinical_Swab,reads
TPA_USL-BAL-2,SS14,ERR4993356,1971-XX-XX,N.America,usa,Beale_2021,rabbit inoculation,reads
TPA_USL-Grady-1,SS14,ERR4899231,1994-XX-XX,N.America,usa,Beale_2021,rabbit inoculation,reads
TPA_USL-Phil-1,SS14,ERR4899230,1987-XX-XX,N.America,usa,Beale_2021,rabbit inoculation,reads
TPA_USL-SEA-81-3,SS14,ERR4993358,1981-XX-XX,N.America,usa,Beale_2021,rabbit inoculation,reads
TPA_USL-SEA-81-8,SS14,ERR4853532,1981-XX-XX,N.America,usa,Beale_2021,rabbit inoculation,reads
TPA_USL-SEA-84-2,SS14,ERR4993359,1984-XX-XX,N.America,usa,Beale_2021,rabbit inoculation,reads
TPA_USL-SEA-87-1,SS14,ERR4853652,1987-XX-XX,N.America,usa,Beale_2021,rabbit inoculation,reads
TPA_ZIM004,SS14,ERR4899234,2015-XX-XX,Africa,zimbabwe,Beale_2021,Clinical_Swab,reads
TPA_ZIM005,SS14,ERR4853620,2015-XX-XX,Africa,zimbabwe,Beale_2021,Clinical_Swab,reads
TPA_ZIM007,SS14,ERR4899236,2015-XX-XX,Africa,zimbabwe,Beale_2021,Clinical_Swab,reads
TPA_ZIM009,SS14,ERR4899237,2015-XX-XX,Africa,zimbabwe,Beale_2021,Clinical_Swab,reads
TPA_ZIM019,SS14,ERR5207007,2015-XX-XX,Africa,zimbabwe,Beale_2021,Clinical_Swab,reads
TPA_ZIM024,SS14,ERR4899241,2015-XX-XX,Africa,zimbabwe,Beale_2021,Clinical_Swab,reads
TPA_ZIM025,SS14,ERR4853601,2015-XX-XX,Africa,zimbabwe,Beale_2021,Clinical_Swab,reads
TPA_ZIM028,SS14,ERR4853625,2015-XX-XX,Africa,zimbabwe,Beale_2021,Clinical_Swab,reads
Amoy,SS14,NZ_CP015162.1,2011-XX-XX,Asia,china,Tong_2017,low rabbit passage,assemblies
